"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"8121",4006000183,"20140909T000000",450000,7,4,3150,7800,2,0,0,3,8,3150,0,2013,0,98118,47.5259,-122.279,1880,6000
"8125",1604601570,"20140905T000000",374000,2,2.25,1100,1695,2,0,0,3,9,1100,0,2009,0,98118,47.5663,-122.289,1100,3082
"8152",5249803550,"20140602T000000",635000,3,2.5,1960,7200,1,0,0,4,8,980,980,1940,0,98118,47.5655,-122.27,1440,7200
"8177",3333002710,"20140917T000000",299000,3,1,1550,8778,1,0,0,3,7,1250,300,1952,0,98118,47.5413,-122.281,2120,7268
"8225",7129303045,"20150417T000000",949950,5,2.5,2340,1989,2,1,4,3,8,2340,0,1959,0,98118,47.5193,-122.257,2200,3230
"8229",3331500121,"20150210T000000",342888,2,1,790,5150,1,0,0,4,6,790,0,1948,0,98118,47.5528,-122.272,1460,5150
"8255",5250300035,"20141008T000000",910000,4,1.5,2890,9000,2,0,4,3,8,2090,800,1939,0,98118,47.5682,-122.274,2550,8400
"8264",1105000432,"20140822T000000",224000,3,1.5,1440,8370,1,0,0,3,7,1440,0,1977,0,98118,47.5418,-122.275,1440,8370
"8272",1703401110,"20140807T000000",292000,2,1,880,5500,1,0,0,3,6,880,0,1904,0,98118,47.5573,-122.289,1080,5500
"8300",2624049165,"20140513T000000",575000,3,1.75,1580,11750,1,0,0,4,7,1180,400,1951,0,98118,47.5368,-122.265,2150,11750
"8313",2658000215,"20140812T000000",207000,2,1,820,4860,1,0,0,5,6,820,0,1955,0,98118,47.5298,-122.271,1240,6000
"8323",1443500395,"20150504T000000",360000,3,1.5,1060,6232,1,0,0,4,7,1060,0,1968,0,98118,47.5329,-122.271,1120,5379
"8325",7129303970,"20150304T000000",239950,2,1,1280,5500,1,0,0,3,7,1280,0,1949,0,98118,47.5179,-122.264,1270,5500
"8333",3336000296,"20141113T000000",250000,4,1.5,1220,4900,1,0,0,3,6,1220,0,1942,0,98118,47.5292,-122.269,1410,3000
"8341",4154300296,"20140926T000000",235000,3,1,960,5030,1,0,0,3,7,960,0,1955,0,98118,47.5611,-122.28,1460,5400
"8342",4154300296,"20150318T000000",545000,3,1,960,5030,1,0,0,3,7,960,0,1955,0,98118,47.5611,-122.28,1460,5400
"8387",7129302806,"20150203T000000",408000,3,1,1420,8000,1,0,4,3,7,1420,0,1950,0,98118,47.5169,-122.255,1780,8295
"8401",7131300035,"20140512T000000",210000,3,2.5,1040,2643,2,0,0,3,7,720,320,2004,0,98118,47.5165,-122.268,1540,5110
"8423",7950304045,"20150331T000000",320000,4,2.75,1640,3000,1,0,0,3,7,1000,640,1984,0,98118,47.5625,-122.283,1150,4545
"8453",1109000040,"20140528T000000",315000,3,2,1300,3731,1,0,0,3,7,900,400,1993,0,98118,47.5374,-122.27,1300,3731
"8462",4006000401,"20140811T000000",140000,2,1,900,6400,1,0,0,2,6,900,0,1940,0,98118,47.5287,-122.281,1350,6405
"8509",7400062,"20140521T000000",299800,2,1,790,5240,1,0,0,4,6,790,0,1925,0,98118,47.5303,-122.288,1430,5320
"8516",2123700100,"20141202T000000",353000,5,2.75,2130,5000,1,0,0,5,7,1100,1030,1978,0,98118,47.5271,-122.274,1340,6837
"8523",3331001910,"20140818T000000",312000,2,1,1170,5150,1,0,0,3,6,980,190,1907,0,98118,47.5503,-122.283,1660,5150
"8527",3330501120,"20150325T000000",320000,3,1,960,6180,1,0,0,4,6,960,0,1910,0,98118,47.5518,-122.279,1250,4120
"8613",3904100065,"20141028T000000",340000,2,1,1280,9690,1,0,0,4,6,640,640,1919,0,98118,47.5341,-122.279,1630,15884
"8693",8835401250,"20150506T000000",1485000,6,2.75,4430,6440,2,0,3,3,10,2680,1750,1964,2015,98118,47.5462,-122.265,3530,7314
"8697",4006000580,"20150313T000000",225000,3,1.5,1240,5506,1,0,0,4,7,1240,0,1971,0,98118,47.5294,-122.285,1670,5589
"8723",3333500096,"20150305T000000",625000,4,3,2350,5627,1,0,0,5,8,1490,860,1960,0,98118,47.5514,-122.268,2020,5627
"8732",5249804760,"20150505T000000",479500,2,1,930,5760,1,0,0,3,6,730,200,1917,0,98118,47.5598,-122.266,1970,5760
"8753",3336001515,"20150511T000000",426250,4,1,1610,6000,1.5,0,0,4,7,1510,100,1905,0,98118,47.5261,-122.266,1430,6000
"8788",3333001430,"20140912T000000",509000,3,3,2130,5000,1.5,0,0,3,7,1570,560,1913,0,98118,47.5451,-122.284,1638,4500
"8815",7950300775,"20141204T000000",350000,1,1,790,4590,1,0,0,3,6,790,0,1911,0,98118,47.5677,-122.285,1070,4590
"8819",3723800409,"20140507T000000",568000,3,2,2350,5080,1.5,0,0,3,8,1780,570,1929,0,98118,47.5516,-122.263,1700,5080
"8871",1109000175,"20150508T000000",370000,4,2,1950,3757,1,0,0,4,6,1160,790,1908,0,98118,47.5372,-122.269,1720,3757
"8874",2660500365,"20150106T000000",392000,3,1,1230,9600,1,0,0,3,7,1230,0,1952,0,98118,47.5553,-122.288,1510,6600
"8945",2341300115,"20140808T000000",235000,2,1,720,6321,1,0,0,3,6,720,0,1940,0,98118,47.551,-122.289,920,5684
"8981",7243500015,"20141003T000000",275000,4,2,1720,5472,1,0,0,3,6,860,860,1923,0,98118,47.5299,-122.288,1720,5670
"9056",1105000229,"20140919T000000",285000,5,3,2110,5260,2,0,0,3,7,1670,440,2002,0,98118,47.5449,-122.272,2110,5260
"9102",7129301001,"20141209T000000",675000,4,2.75,2670,6780,2,0,3,5,8,1630,1040,1908,0,98118,47.5131,-122.256,2400,5989
"9109",7338400945,"20150224T000000",420000,3,1.5,2080,5000,1,0,0,3,7,1300,780,1963,0,98118,47.5322,-122.29,1860,5000
"9209",1704900206,"20140602T000000",465500,3,1.75,1890,7004,1,0,0,3,7,1290,600,1965,0,98118,47.5557,-122.28,1440,5378
"9263",8835400805,"20140522T000000",657000,4,1.75,2740,8520,1,0,2,3,8,1370,1370,1954,0,98118,47.5445,-122.263,2740,9286
"9339",402000145,"20141028T000000",217000,2,1,970,5600,1,0,0,3,6,970,0,1951,0,98118,47.5297,-122.277,1020,5600
"9480",1443500385,"20140513T000000",155000,2,1,910,6232,1,0,0,3,6,910,0,1943,0,98118,47.5328,-122.272,1070,6232
"9546",2658000115,"20140618T000000",190000,1,1,720,4800,1,0,0,3,6,720,0,1914,0,98118,47.5303,-122.27,1240,4860
"9549",1105000015,"20140609T000000",417000,2,1,920,6600,1,0,0,3,6,920,0,1919,2003,98118,47.5452,-122.27,1510,5944
"9555",2589300180,"20140630T000000",408000,5,3.25,2820,6589,1.5,0,0,3,7,2320,500,1906,2014,98118,47.5357,-122.273,1560,5647
"9561",3904100035,"20140508T000000",235000,2,1,1270,3008,1,0,0,4,6,650,620,1923,0,98118,47.5351,-122.279,1270,1514
"9563",3331500820,"20140610T000000",516200,3,2,2110,5150,1,0,0,5,6,1080,1030,1919,0,98118,47.5521,-122.271,1170,5107
"9577",223049087,"20140616T000000",277000,3,1,1100,8536,1,0,0,4,7,1100,0,1957,0,98118,47.5162,-122.261,1570,8040
"9746",1102000270,"20140701T000000",1080000,3,2.75,3890,7216,2,0,1,3,8,3260,630,1967,2010,98118,47.5445,-122.266,2490,9920
"9843",7950304075,"20140813T000000",225000,4,1,1150,6000,1.5,0,0,3,6,1150,0,1907,0,98118,47.562,-122.283,840,3030
"9876",7129303240,"20150102T000000",332500,3,2,1600,7995,1,0,0,3,7,1600,0,1950,1984,98118,47.5177,-122.257,2440,6900
"9889",1231000310,"20140812T000000",713000,1,1,1180,4000,1.5,0,2,4,8,840,340,1910,0,98118,47.5561,-122.266,1420,4000
"9939",8842400071,"20140507T000000",352000,5,2.5,2420,8560,1,0,2,3,7,1620,800,1978,0,98118,47.532,-122.285,2210,7040
"10045",7950303270,"20150302T000000",585000,2,1,1110,6000,1,0,0,3,7,1010,100,1951,0,98118,47.5632,-122.282,1410,3500
"10048",1231001090,"20140724T000000",362362,2,1,710,4000,1,0,0,3,6,710,0,1909,0,98118,47.5535,-122.269,960,4000
"10136",2624049050,"20150213T000000",338000,2,1,1470,5566,1,0,0,4,7,770,700,1919,0,98118,47.5348,-122.269,1410,5808
"10148",3419600125,"20140701T000000",245000,3,2,1190,4072,1.5,0,0,5,6,1190,0,1907,0,98118,47.5276,-122.274,1680,5850
"10196",4154305085,"20150226T000000",690000,5,3.5,2690,4800,2,0,2,3,8,1930,760,1919,1984,98118,47.5592,-122.269,2080,4900
"10292",3330500075,"20150424T000000",465000,3,1,930,3348,1,0,0,4,6,930,0,1926,0,98118,47.5532,-122.277,1210,3348
"10315",4154304740,"20150224T000000",709000,3,2.75,2780,7200,1.5,0,0,4,8,1870,910,1913,0,98118,47.5632,-122.27,1700,7200
"10333",6064800550,"20140802T000000",247800,3,2.5,1580,2170,2,0,0,3,7,1580,0,2003,0,98118,47.5418,-122.289,1610,1917
"10425",7129800036,"20150114T000000",109000,2,0.5,580,6900,1,0,0,3,5,580,0,1941,0,98118,47.5135,-122.262,1570,5040
"10460",5249802085,"20140902T000000",855000,4,2,2380,10800,2,0,2,3,8,2380,0,1925,0,98118,47.5682,-122.275,2112,6600
"10481",7129304375,"20140714T000000",202000,1,0.75,590,5650,1,0,0,3,6,590,0,1944,0,98118,47.5181,-122.267,980,5650
"10522",1766600075,"20140902T000000",389100,2,1,840,5400,1,0,0,4,7,840,0,1948,0,98118,47.5489,-122.271,1340,5400
"10685",5249803645,"20140829T000000",452000,2,1,1220,6000,1,0,0,3,6,880,340,1938,0,98118,47.5647,-122.27,1220,6840
"10789",4154302075,"20150116T000000",2e+05,2,1,830,7200,1,0,0,2,6,830,0,1920,0,98118,47.5604,-122.275,1150,6600
"10994",6888900060,"20141116T000000",326000,6,3,2580,8064,1.5,0,0,3,7,1880,700,1913,0,98118,47.5549,-122.287,1510,6084
"11013",1314300046,"20140630T000000",308000,3,1,1010,8800,1,0,0,4,7,1010,0,1954,0,98118,47.5483,-122.278,1400,4095
"11023",1705400550,"20150213T000000",467500,3,1,1700,4165,1.5,0,0,3,7,1700,0,1918,0,98118,47.5569,-122.277,1400,4165
"11134",6064800060,"20150506T000000",330000,3,2.25,1960,1985,2,0,0,3,7,1750,210,2003,0,98118,47.5417,-122.289,1760,1985
"11178",7338401230,"20140828T000000",285000,3,1.75,1020,5000,1,0,0,5,6,1020,0,1954,0,98118,47.5332,-122.29,1360,5000
"11230",1005000240,"20141219T000000",395000,2,1,1200,6014,1,0,0,4,6,600,600,1949,0,98118,47.5357,-122.28,1270,4652
"11264",1102001274,"20150415T000000",951000,3,2.25,3400,12825,1,0,1,3,9,3400,0,1961,0,98118,47.5435,-122.26,2510,11574
"11265",7950303290,"20150402T000000",499950,3,1.75,2060,3500,1,0,0,5,7,1030,1030,1951,0,98118,47.5635,-122.282,1110,6000
"11344",8113101070,"20150423T000000",334900,4,1.75,2180,4066,1.5,0,0,3,6,1270,910,1911,0,98118,47.5487,-122.277,1400,1343
"11354",7950302121,"20140716T000000",289000,2,1.5,1010,1309,2,0,0,3,7,860,150,2007,0,98118,47.5659,-122.286,1190,3060
"11492",3214200070,"20150429T000000",457500,3,1,1210,7636,1,0,0,4,7,1210,0,1952,0,98118,47.5377,-122.266,1530,5900
"11510",3812400202,"20141114T000000",156000,2,1.75,590,6138,1,0,0,2,5,590,0,1947,0,98118,47.545,-122.278,1360,7112
"11519",7129302800,"20141212T000000",420000,3,1.5,1780,5000,1,0,4,4,7,1030,750,1958,0,98118,47.5168,-122.256,1780,7500
"11699",4154300505,"20141024T000000",315000,2,1,780,7200,1,0,0,2,6,780,0,1935,0,98118,47.5609,-122.279,1750,7200
"11800",6882510060,"20140825T000000",365000,4,2.5,1800,5070,1,0,0,5,7,1080,720,1979,0,98118,47.5303,-122.28,1870,5365
"11869",1231000640,"20140911T000000",290000,2,1,960,4000,1,0,0,3,6,960,0,1918,0,98118,47.5554,-122.267,1210,4000
"11888",3336001360,"20140826T000000",254000,2,1,910,6000,1,0,0,3,6,910,0,1943,0,98118,47.5253,-122.266,1460,5800
"11896",8113101000,"20140722T000000",336000,4,1,1780,4310,1.5,0,0,5,6,1780,0,1919,0,98118,47.5486,-122.278,1460,4310
"11968",3330500335,"20150422T000000",325000,2,1,1010,6180,1,0,0,3,6,1010,0,1903,0,98118,47.5532,-122.28,1560,6180
"11996",2724049185,"20150325T000000",175000,3,1.75,1430,4920,1,0,0,2,6,1430,0,1957,0,98118,47.5388,-122.275,1550,5646
"12070",7950302255,"20150324T000000",404500,2,2,1320,3060,1.5,0,0,4,6,1320,0,1910,0,98118,47.5643,-122.284,1410,3264
"12074",7129302685,"20140911T000000",699000,3,2,2010,4320,2,0,2,3,9,2010,0,1999,0,98118,47.5153,-122.256,1640,5225
"12118",4154303655,"20141211T000000",585000,2,1.75,1830,7200,1,0,2,4,7,1070,760,1949,0,98118,47.5592,-122.273,1570,6000
"12157",7129304200,"20141222T000000",2e+05,2,1,920,5250,1,0,0,4,6,920,0,1906,0,98118,47.5177,-122.266,1210,5250
"12214",4154303215,"20140828T000000",902000,3,2.75,3240,7200,1,0,2,3,8,1620,1620,1960,0,98118,47.567,-122.273,2700,7200
"12241",1705400350,"20150127T000000",350000,3,1,1050,5518,1,0,0,3,7,1050,0,1948,0,98118,47.5564,-122.278,1490,4269
"12335",2742100016,"20150416T000000",260000,3,1,940,5650,1,0,0,3,6,940,0,1949,0,98118,47.5551,-122.292,1180,5276
"12441",2624049035,"20140617T000000",560000,3,2,2340,3477,1,0,1,5,7,1170,1170,1971,0,98118,47.54,-122.267,2110,6300
"12472",8944550140,"20140519T000000",433500,3,2.5,2200,3360,2,0,0,3,8,2200,0,2009,0,98118,47.5418,-122.287,2130,3423
"12479",3336000626,"20150416T000000",498000,3,1.5,1720,6570,1.5,0,0,4,8,1720,0,1909,0,98118,47.5284,-122.265,1360,6000
"12508",5249801411,"20141010T000000",725000,5,3.75,3360,6000,2,0,0,3,8,2640,720,1963,1999,98118,47.558,-122.277,1930,6000
"12515",3332500636,"20140605T000000",356000,2,1,920,4095,1,0,0,4,6,920,0,1914,0,98118,47.5484,-122.278,1460,4945
"12579",7866500035,"20140805T000000",299000,1,1,740,5000,1,0,0,3,7,740,0,1923,0,98118,47.5519,-122.292,1400,4400
"12609",3812400455,"20141104T000000",291000,7,1,2350,8636,1,0,0,3,7,1550,800,1962,0,98118,47.5432,-122.277,1500,7366
"12619",6617500085,"20150422T000000",5e+05,4,2.5,2900,5760,1,0,0,4,8,1660,1240,1959,0,98118,47.55,-122.272,2250,6098
"12638",5249804655,"20141017T000000",8e+05,4,2.25,2010,7200,1,0,1,4,8,1010,1000,1950,0,98118,47.5591,-122.267,2010,7200
"12669",4006000281,"20140729T000000",227000,3,1.75,2380,12681,1,0,0,1,6,1380,1000,1918,0,98118,47.5294,-122.279,1720,6377
"12680",7186800120,"20150311T000000",350000,4,3,1780,4228,1,0,0,3,7,1780,0,1953,0,98118,47.5488,-122.287,1730,5304
"12715",7857003046,"20150506T000000",460000,5,3,2008,5050,1,0,0,3,7,1216,792,1992,0,98118,47.5376,-122.292,2040,5297
"12733",3241600150,"20140505T000000",287000,3,1,1450,6000,1,0,0,4,7,1450,0,1953,0,98118,47.5238,-122.287,1170,6464
"12752",7867500021,"20140616T000000",470000,3,1.5,1760,6723,1,0,0,3,7,1160,600,1958,0,98118,47.5514,-122.266,2080,8965
"12955",3331001165,"20140926T000000",305000,3,1,820,5150,1,0,0,5,6,820,0,1918,0,98118,47.5514,-122.284,1100,5150
"12981",1443500120,"20150407T000000",310000,2,1,750,5379,1,0,0,3,6,750,0,1919,0,98118,47.5324,-122.272,1030,5511
"12982",3920000040,"20141010T000000",280000,5,2,2110,7919,1,0,0,3,7,1110,1000,1966,0,98118,47.5164,-122.267,1590,5250
"13063",5249803036,"20140714T000000",380000,3,1,1020,4800,1,0,0,3,7,1020,0,1944,0,98118,47.5615,-122.272,1400,5465
"13075",7129304225,"20150108T000000",305000,4,2.25,2340,5250,2,0,0,5,7,2340,0,1965,0,98118,47.5183,-122.266,1540,5250
"13096",1231000458,"20140720T000000",666570,4,2,2320,7400,1.5,0,0,5,7,1620,700,1913,0,98118,47.5558,-122.269,1740,4000
"13102",7129302185,"20141215T000000",290000,2,1,950,5650,1,0,0,5,6,950,0,1943,0,98118,47.5149,-122.257,1250,5650
"13241",1005000220,"20150310T000000",410000,2,1,2020,7540,1,0,0,3,7,1010,1010,1921,0,98118,47.5359,-122.28,1270,4652
"13308",3812400789,"20140731T000000",340000,3,2,1460,5715,1,0,0,3,7,1460,0,1957,2014,98118,47.54,-122.276,1400,5715
"13330",4356200120,"20141023T000000",248000,1,1,790,12000,1,0,0,3,6,790,0,1918,0,98118,47.5146,-122.265,1900,6000
"13390",8835400775,"20141026T000000",594950,4,3.25,2557,9480,2,0,2,3,7,2557,0,1948,1993,98118,47.5449,-122.262,2220,8340
"13394",1443500925,"20150504T000000",455000,2,1,1140,11480,1,0,0,3,6,1140,0,1907,0,98118,47.5328,-122.274,1550,8150
"13438",8121100325,"20150419T000000",575000,4,2.75,1960,4635,1,0,0,4,7,1000,960,1968,0,98118,47.5693,-122.285,1830,6180
"13474",9331800580,"20150310T000000",257000,2,1,1000,3700,1,0,0,3,6,800,200,1929,0,98118,47.552,-122.29,1270,5000
"13563",1604601225,"20150420T000000",423500,3,2,1770,6000,1,0,3,3,7,1100,670,1984,0,98118,47.5644,-122.29,1300,3000
"13565",3331001115,"20140728T000000",299000,3,2.5,1590,3121,2,0,0,3,7,1590,0,1994,0,98118,47.5515,-122.284,1090,4900
"13638",5249803010,"20150121T000000",439000,4,2,1800,5465,1,0,0,3,7,900,900,1942,0,98118,47.561,-122.272,1400,5400
"13651",7131300063,"20150429T000000",350000,4,1.75,2140,4959,1,0,0,3,7,1080,1060,1965,0,98118,47.5166,-122.266,1590,5250
"13672",7129800063,"20150420T000000",330000,5,2.75,2390,6282,1,0,0,4,7,1290,1100,1966,0,98118,47.5149,-122.263,1690,5202
"13677",2122700120,"20140820T000000",235000,3,1,2230,8163,1,0,0,3,7,1230,1000,1966,0,98118,47.5215,-122.275,2380,6874
"13704",1604601855,"20150213T000000",360500,3,1,970,6180,1,0,3,3,6,970,0,1974,0,98118,47.5658,-122.291,1120,4500
"13731",1703900155,"20141113T000000",325000,2,1,790,6000,1,0,0,3,7,790,0,1948,0,98118,47.5543,-122.273,960,6000
"13734",603001020,"20150416T000000",338900,3,1.75,1180,4000,1,0,0,3,7,1040,140,1929,0,98118,47.5226,-122.284,1430,4000
"13779",427000065,"20150126T000000",537500,5,2.5,4340,9108,1,0,0,5,8,2170,2170,1979,0,98118,47.5384,-122.276,2030,6812
"13830",1604600085,"20140711T000000",4e+05,3,2.5,2020,3000,1,0,0,4,6,1010,1010,1910,0,98118,47.5621,-122.291,1670,3000
"13846",1704900180,"20141030T000000",430000,3,1,1560,5225,1.5,0,0,3,7,1260,300,1927,0,98118,47.5554,-122.279,1560,5322
"13848",5249803185,"20141015T000000",525000,4,1.75,2540,7200,1,0,0,4,7,1270,1270,1947,0,98118,47.5579,-122.271,1650,7200
"13860",2589300065,"20140916T000000",329900,3,1.75,1670,5209,1.5,0,0,5,7,1670,0,1908,0,98118,47.5362,-122.271,1990,4960
"14012",7129301445,"20140625T000000",450000,4,2.75,2310,5650,1,0,2,3,8,1330,980,1952,2012,98118,47.513,-122.252,2300,5650
"14032",8113100150,"20140714T000000",210000,3,1,920,6612,1,0,0,3,6,920,0,1948,0,98118,47.548,-122.284,1860,8424
"14072",7131300032,"20150306T000000",235000,4,2,1540,9279,1,0,0,3,7,1540,0,1955,0,98118,47.5163,-122.268,1540,5110
"14130",3330500085,"20140918T000000",366000,2,1,1210,3090,1,0,0,3,6,860,350,1926,0,98118,47.5532,-122.277,1210,3348
"14131",1231001225,"20140916T000000",385000,2,1,1010,4000,1,0,0,3,6,1010,0,1911,0,98118,47.5536,-122.267,1040,4000
"14160",1105000571,"20140610T000000",433000,3,1.75,1870,7189,1,0,0,3,7,1270,600,1959,0,98118,47.5412,-122.27,1780,6200
"14178",3031200230,"20150226T000000",350000,3,1,2480,8906,1,0,0,3,7,1240,1240,1969,0,98118,47.5366,-122.289,1800,8906
"14249",3331000455,"20150217T000000",230000,3,1,1000,4000,1.5,0,0,4,6,1000,0,1915,0,98118,47.5523,-122.286,1040,4240
"14367",3333002450,"20140708T000000",165000,1,1,850,8050,1,0,0,2,6,850,0,1906,0,98118,47.5427,-122.288,1590,5180
"14368",3333002450,"20150122T000000",490000,1,1,850,8050,1,0,0,2,6,850,0,1906,0,98118,47.5427,-122.288,1590,5180
"14478",4356200210,"20150318T000000",153500,3,1,890,4810,1,0,0,3,6,890,0,1910,0,98118,47.5153,-122.266,1230,6057
"14493",1231001115,"20141001T000000",440000,2,1,1190,3400,1,0,0,4,7,990,200,1917,0,98118,47.5539,-122.268,1180,4000
"14497",5249802520,"20140805T000000",402000,5,2.75,2160,7200,1.5,0,0,3,7,1220,940,1955,0,98118,47.5576,-122.273,1900,7200
"14604",2624049103,"20150325T000000",449000,2,1,1250,4576,1,0,0,3,6,1040,210,1925,0,98118,47.5387,-122.266,1550,5000
"14628",7562100065,"20140725T000000",260000,3,2,1170,5450,1,0,0,5,6,1170,0,1902,0,98118,47.5276,-122.273,1340,6384
"14640",8835900220,"20140828T000000",1442500,2,2.5,2720,16637,1,0,3,3,10,2160,560,1953,0,98118,47.5499,-122.264,2880,7320
"14647",5249804825,"20140702T000000",545000,3,2,1340,7200,1.5,0,0,4,7,1340,0,1923,0,98118,47.5601,-122.265,1630,5760
"14702",3331001765,"20140923T000000",335000,3,1,2130,3825,1.5,0,0,3,7,2130,0,1917,0,98118,47.5506,-122.281,1780,5150
"14769",1112000035,"20150311T000000",420000,2,1,1000,5375,1,0,0,3,7,1000,0,1953,0,98118,47.5404,-122.268,1380,5000
"14775",9412400220,"20140710T000000",1612500,4,2.75,5470,18200,2,1,4,3,11,3730,1740,1992,0,98118,47.5316,-122.263,3620,15100
"14851",9830200230,"20150120T000000",389000,2,1.75,1160,4848,2,0,1,4,7,1160,0,1949,0,98118,47.542,-122.265,1990,7440
"14862",3524049042,"20140527T000000",375000,3,1.5,2000,7294,1,0,0,3,7,1520,480,1965,0,98118,47.5297,-122.267,2000,6000
"14920",2147300050,"20140822T000000",462600,3,2,1320,4000,1,0,0,4,6,1020,300,1940,0,98118,47.5515,-122.262,2410,6212
"15017",1703400585,"20141215T000000",325000,3,2,2330,4950,1.5,0,0,3,6,1430,900,1900,0,98118,47.5585,-122.29,1160,5115
"15032",7129303070,"20140820T000000",735000,4,2.75,3040,2415,2,1,4,3,8,3040,0,1966,0,98118,47.5188,-122.256,2620,2433
"15112",1231000660,"20140521T000000",525000,3,1,1450,4000,1,0,1,4,8,950,500,1948,0,98118,47.5554,-122.266,1880,4000
"15160",6064800470,"20140805T000000",310000,3,2.25,1960,2345,2,0,0,3,7,1750,210,2003,0,98118,47.5419,-122.288,1760,1958
"15225",8835400290,"20150309T000000",752000,4,2.5,2570,8178,1,0,2,3,8,1710,860,1961,0,98118,47.5483,-122.261,2050,7500
"15425",1702900664,"20150416T000000",479000,2,2.5,1730,1037,3.5,0,0,3,8,1730,0,2008,0,98118,47.5594,-122.285,1280,1026
"15460",7950302995,"20141110T000000",497950,4,2.5,1950,3000,2,0,0,3,7,1550,400,1998,0,98118,47.565,-122.281,1540,4300
"15463",3333000655,"20150511T000000",334000,2,1,890,6000,1,0,0,3,6,890,0,1941,0,98118,47.5437,-122.281,1090,5900
"15571",2660500095,"20150506T000000",715000,4,1,1710,6050,1.5,0,0,3,7,1410,300,1913,0,98118,47.5569,-122.288,1560,4950
"15585",7129303180,"20141002T000000",310000,3,2,1290,6150,1,0,1,5,6,1290,0,1950,0,98118,47.5181,-122.257,1960,6150
"15602",1231000500,"20140905T000000",275000,3,2,1380,3500,2,0,0,3,7,1380,0,1971,0,98118,47.5558,-122.27,1620,3900
"15608",3904100089,"20140801T000000",190000,3,1.75,1350,7370,1,0,0,4,6,1350,0,1912,0,98118,47.5336,-122.278,1440,6000
"15609",3904100089,"20150318T000000",3e+05,3,1.75,1350,7370,1,0,0,4,6,1350,0,1912,0,98118,47.5336,-122.278,1440,6000
"15616",7129302555,"20141003T000000",260000,2,1,1410,5650,1.5,0,0,3,6,1410,0,1918,0,98118,47.5159,-122.258,1430,5650
"15635",1604602195,"20150223T000000",265000,5,1.75,1580,5292,1,0,0,3,6,980,600,1913,0,98118,47.5677,-122.29,1600,2976
"15783",8835900010,"20140804T000000",579000,3,1,1590,5400,1,0,1,3,8,1280,310,1948,0,98118,47.5509,-122.261,2140,7161
"15804",1703400470,"20141219T000000",375000,2,1,980,3915,1,0,0,4,7,980,0,1919,0,98118,47.5589,-122.29,1425,1576
"15811",7129304540,"20141220T000000",133000,5,2,1430,5600,1.5,0,0,3,6,1430,0,1947,0,98118,47.5192,-122.266,1860,5980
"15812",7129304540,"20150514T000000",440000,5,2,1430,5600,1.5,0,0,3,6,1430,0,1947,0,98118,47.5192,-122.266,1860,5980
"15868",7950304095,"20150217T000000",257500,1,1,710,6060,1,0,0,4,6,710,0,1916,0,98118,47.5621,-122.283,1440,4545
"16055",8113101233,"20150130T000000",330000,3,1,2140,5037,1,0,0,3,7,2140,0,1957,0,98118,47.5494,-122.274,1630,6054
"16081",3330500345,"20150420T000000",230000,2,1,1280,4635,1,0,0,3,6,840,440,1917,0,98118,47.5532,-122.28,1660,6180
"16083",1035000007,"20141218T000000",210000,3,2,1830,4992,1,0,0,3,7,1230,600,1953,0,98118,47.5145,-122.27,2050,7740
"16214",3812400898,"20140909T000000",399950,5,2,2760,6420,1,0,0,5,7,1380,1380,1964,0,98118,47.5396,-122.276,1400,7112
"16270",5297200089,"20150415T000000",664000,2,1.75,1720,5785,1,0,0,3,6,860,860,1948,2002,98118,47.5554,-122.274,1680,5184
"16348",8121100255,"20140507T000000",440000,3,1.75,1500,6180,1,0,0,4,6,1060,440,1947,0,98118,47.5689,-122.284,1740,6180
"16424",1102000095,"20140805T000000",558000,4,2.5,3220,5120,2,0,0,3,9,2420,800,2000,0,98118,47.5434,-122.27,1770,7680
"16439",1102000759,"20141026T000000",755000,3,2.5,2420,8856,1,0,3,3,9,1620,800,1957,0,98118,47.5405,-122.263,2650,9750
"16468",3335000050,"20140714T000000",397000,2,1.75,1610,4104,1,0,0,3,7,950,660,1996,0,98118,47.5565,-122.275,1510,5284
"16519",4154302045,"20150316T000000",376000,2,1,880,2400,1,0,0,3,6,760,120,1918,0,98118,47.5643,-122.275,1180,6300
"16532",7950303530,"20150409T000000",4e+05,4,2,2060,3060,2,0,0,3,7,2060,0,1968,0,98118,47.5631,-122.285,1630,3766
"16539",4006000307,"20140916T000000",155000,2,1,810,4755,1,0,0,3,7,810,0,1980,0,98118,47.5313,-122.28,1180,4755
"16621",603001045,"20150429T000000",256000,3,1,950,4000,1,0,0,3,7,780,170,1949,0,98118,47.5232,-122.284,1230,4000
"16678",3332500095,"20141007T000000",399000,3,2.5,1800,3300,2,0,0,3,7,1690,110,2004,0,98118,47.5491,-122.276,1570,3902
"16679",7950300440,"20141015T000000",305000,2,1,1030,6000,1,0,0,3,7,1030,0,1925,0,98118,47.5669,-122.283,1510,5000
"16683",3332000715,"20140701T000000",433000,4,1.5,1550,5053,1,0,0,4,7,1180,370,1963,0,98118,47.5499,-122.274,1450,5639
"16720",8685500020,"20150512T000000",387000,3,1,1530,6372,1,0,0,3,7,1210,320,1962,0,98118,47.535,-122.289,1960,6426
